Date,ORCL,AMZN,INTC,MSFT,AMD,NVDA,META,GOOG,AVGO,AAPL
2015-04-21,43.419998,19.559000,32.430000,42.639999,2.350000,5.515000,83.620003,26.625401,123.099998,31.727501
2015-04-22,43.549999,19.490000,32.700001,42.990002,2.280000,5.577500,84.629997,26.894411,127.900002,32.154999
2015-04-23,43.389999,19.499500,32.349998,43.340000,2.330000,5.555000,82.410004,27.275116,124.070000,32.417500
2015-04-24,43.080002,22.254999,32.080002,47.869999,2.300000,5.507500,81.529999,28.175644,119.500000,32.570000
2015-04-27,43.610001,21.927999,32.500000,48.029999,2.340000,5.550000,81.910004,27.768499,120.150002,33.162498
2015-04-28,44.500000,21.465500,33.020000,49.160000,2.310000,5.577500,80.680000,27.684000,117.449997,32.639999
2015-04-29,44.730000,21.468500,32.889999,49.060001,2.280000,5.535000,80.470001,27.454000,117.029999,32.160000
2015-04-30,43.619999,21.089001,32.549999,48.639999,2.260000,5.550000,78.769997,26.867001,116.879997,31.287500
2015-05-01,44.369999,21.143499,33.419998,48.660000,2.310000,5.687500,78.989998,26.895000,122.800003,32.237499
2015-05-04,44.590000,21.152000,33.430000,48.240002,2.310000,5.652500,78.809998,27.039000,121.160004,32.174999
2015-05-05,43.919998,21.059500,32.639999,47.599998,2.280000,5.507500,77.559998,26.540001,116.790001,31.450001
2015-05-06,43.259998,20.955000,32.220001,46.279999,2.290000,5.525000,78.099998,26.211000,116.779999,31.252501
2015-05-07,43.480000,21.344000,32.240002,46.700001,2.320000,5.622500,78.430000,26.535000,122.480003,31.315001
2015-05-08,44.009998,21.684500,32.799999,47.750000,2.310000,5.207500,78.510002,26.910999,123.330002,31.905001
2015-05-11,43.840000,21.642500,32.689999,47.369999,2.320000,5.157500,78.010002,26.785000,122.809998,31.580000
2015-05-12,43.570000,21.551001,32.250000,47.349998,2.350000,5.207500,77.459999,26.452000,122.949997,31.467501
2015-05-13,43.790001,21.343500,32.639999,47.630001,2.370000,5.237500,78.440002,26.481001,123.129997,31.502501
2015-05-14,44.380001,21.614000,32.970001,48.720001,2.330000,5.322500,81.370003,26.920000,126.940002,32.237499
2015-05-15,44.150002,21.299999,32.990002,48.299999,2.320000,5.325000,80.419998,26.692499,127.870003,32.192501
2015-05-18,44.240002,21.261999,33.410000,48.009998,2.350000,5.317500,80.879997,26.615000,130.179993,32.547501
2015-05-19,44.320000,21.085501,33.150002,47.580002,2.280000,5.260000,80.629997,26.868000,129.470001,32.517502
2015-05-20,44.290001,21.193001,33.369999,47.580002,2.320000,5.260000,80.550003,26.963499,129.110001,32.514999
2015-05-21,44.279999,21.581499,33.549999,47.419998,2.280000,5.222500,80.480003,27.125500,129.589996,32.847500
2015-05-22,43.930000,21.381500,33.450001,46.900002,2.280000,5.215000,80.540001,27.005501,132.639999,33.134998
2015-05-26,43.330002,21.273500,33.099998,46.590000,2.220000,5.182500,79.330002,26.615999,131.300003,32.404999
2015-05-27,44.139999,21.570999,33.709999,47.610001,2.280000,5.460000,80.550003,26.989500,141.490005,33.009998
2015-05-28,43.860001,21.328501,34.009998,47.450001,2.270000,5.535000,80.150002,26.989000,142.380005,32.945000
2015-05-29,43.490002,21.461500,34.459999,46.860001,2.280000,5.532500,79.190002,26.605499,148.070007,32.570000
2015-06-01,43.790001,21.546000,33.910000,47.230000,2.250000,5.595000,80.290001,26.699499,146.619995,32.634998
2015-06-02,43.700001,21.549500,33.270000,46.919998,2.300000,5.485000,80.440002,26.959000,144.160004,32.490002
2015-06-03,43.970001,21.829500,32.730000,46.849998,2.280000,5.425000,82.440002,27.015499,143.059998,32.529999
2015-06-04,43.770000,21.539000,32.310001,46.360001,2.330000,5.522500,82.050003,26.834999,141.199997,32.340000
2015-06-05,43.810001,21.347500,31.840000,46.139999,2.330000,5.565000,82.139999,26.666500,143.809998,32.162498
2015-06-08,43.099998,21.174999,31.299999,45.730000,2.310000,5.437500,80.669998,26.341499,138.630005,31.950001
2015-06-09,43.070000,21.274000,31.250000,45.650002,2.290000,5.465000,80.669998,26.334499,140.210007,31.855000
2015-06-10,43.939999,21.538500,31.820000,46.610001,2.320000,5.367500,82.160004,26.834499,142.860001,32.220001
2015-06-11,44.279999,21.648500,31.850000,46.439999,2.320000,5.425000,81.830002,26.730499,141.990005,32.147499
2015-06-12,44.340000,21.496000,31.320000,45.970001,2.310000,5.277500,81.529999,26.616501,140.470001,31.792500
2015-06-15,43.720001,21.183500,31.389999,45.480000,2.320000,5.267500,80.709999,26.360001,143.119995,31.730000
2015-06-16,44.639999,21.363001,31.639999,45.830002,2.350000,5.332500,81.059998,26.407499,141.990005,31.900000
2015-06-17,44.910000,21.390499,31.950001,45.970001,2.470000,5.395000,81.790001,26.462999,140.690002,31.825001
2015-06-18,42.740002,21.969500,32.380001,46.720001,2.520000,5.485000,82.910004,26.836500,143.000000,31.969999
2015-06-19,41.590000,21.746000,32.070000,46.099998,2.580000,5.467500,82.510002,26.834499,142.889999,31.650000
2015-06-22,41.490002,21.814501,32.259998,46.230000,2.620000,5.445000,84.739998,26.909500,143.279999,31.902500
2015-06-23,41.709999,22.299500,32.090000,45.910000,2.610000,5.305000,87.879997,27.024000,141.639999,31.757500
2015-06-24,41.200001,22.042000,31.910000,45.639999,2.620000,5.252500,88.860001,26.892000,139.970001,32.027500
2015-06-25,41.060001,22.004999,31.990000,45.650002,2.580000,5.292500,87.980003,26.761499,139.229996,31.875000
2015-06-26,40.990002,21.905001,31.020000,45.259998,2.470000,5.185000,88.010002,26.584499,135.149994,31.687500
2015-06-29,40.419998,21.493000,30.389999,44.369999,2.340000,5.030000,85.800003,26.076000,132.009995,31.132500
2015-06-30,40.299999,21.704500,30.420000,44.150002,2.400000,5.027500,85.769997,26.025499,132.929993,31.357500
2015-07-01,40.240002,21.869499,30.180000,44.450001,2.420000,5.100000,86.910004,26.091999,135.500000,31.650000
2015-07-02,40.360001,21.885500,30.559999,44.400002,2.530000,5.105000,87.290001,26.170000,137.639999,31.610001
2015-07-06,40.150002,21.802000,30.040001,44.389999,2.470000,5.042500,87.550003,26.143000,134.199997,31.500000
2015-07-07,40.160000,21.836000,29.900000,44.299999,2.090000,4.947500,87.220001,26.250999,132.839996,31.422501
2015-07-08,39.770000,21.485001,29.500000,44.240002,2.010000,4.912500,85.650002,25.841499,128.050003,30.642500
2015-07-09,40.180000,21.719500,28.930000,44.520000,1.980000,4.852500,85.879997,26.034000,124.680000,30.017500
2015-07-10,40.360001,22.175501,29.170000,44.610001,1.960000,4.937500,87.949997,26.506500,129.839996,30.820000
2015-07-13,40.799999,22.778500,29.730000,45.540001,1.960000,4.970000,90.099998,27.327499,129.179993,31.415001
2015-07-14,40.779999,23.278500,29.650000,45.619999,2.050000,4.972500,89.680000,28.055000,132.300003,31.402500
2015-07-15,40.790001,23.059500,29.690001,45.759998,1.960000,4.937500,89.760002,28.011000,131.720001,31.705000
2015-07-16,40.959999,23.774000,29.900000,46.660000,1.870000,5.047500,90.849998,28.992500,134.699997,32.127499
2015-07-17,40.400002,24.150499,29.469999,46.619999,1.790000,5.017500,94.970001,33.646500,133.660004,32.404999
2015-07-20,39.930000,24.405001,29.100000,46.919998,1.800000,4.925000,97.910004,33.151001,134.639999,33.017502
2015-07-21,39.570000,24.400000,28.719999,47.279999,1.800000,4.947500,98.389999,33.115002,134.509995,32.687500
2015-07-22,39.419998,24.413500,28.610001,45.540001,1.790000,4.852500,97.040001,33.105000,129.589996,31.305000
2015-07-23,39.000000,24.108999,28.600000,46.110001,1.760000,4.912500,95.440002,32.214001,131.970001,31.290001
2015-07-24,39.000000,26.471001,28.059999,45.939999,1.670000,4.855000,96.949997,31.177999,128.479996,31.125000
2015-07-27,38.509998,26.570499,28.350000,45.349998,1.620000,4.827500,94.169998,31.363001,124.650002,30.692499
2015-07-28,39.279999,26.301500,28.959999,45.340000,1.770000,4.932500,95.290001,31.400000,128.419998,30.844999
2015-07-29,39.790001,26.450001,29.010000,46.290001,1.960000,4.992500,96.989998,31.596500,128.580002,30.747499
2015-07-30,39.650002,26.837999,28.910000,46.880001,1.930000,5.005000,95.209999,31.629499,127.650002,30.592501
2015-07-31,39.939999,26.807501,28.950001,46.700001,1.930000,4.987500,94.010002,31.280500,125.139999,30.325001
2015-08-03,39.709999,26.751499,29.049999,46.810001,2.200000,5.072500,94.139999,31.560499,125.800003,29.610001
2015-08-04,39.660000,26.594999,29.129999,47.540001,2.130000,5.092500,94.059998,31.462500,123.470001,28.660000
2015-08-05,39.639999,26.850500,29.120001,47.580002,2.160000,5.145000,96.440002,32.188999,124.750000,28.850000
2015-08-06,39.320000,26.473000,29.010000,46.619999,2.110000,5.112500,95.120003,32.133999,123.269997,28.782499
2015-08-07,39.560001,26.131001,28.879999,46.740002,2.090000,5.745000,94.300003,31.764999,122.550003,28.879999
2015-08-10,39.889999,26.200001,29.639999,47.330002,1.930000,5.945000,94.150002,31.686501,127.279999,29.930000
2015-08-11,39.169998,26.372999,28.969999,46.410000,1.900000,5.915000,93.620003,33.039001,124.209999,28.372499
2015-08-12,39.279999,26.295500,29.459999,46.740002,1.900000,5.930000,94.190002,32.978001,125.730003,28.809999
2015-08-13,39.310001,26.483000,28.870001,46.730000,1.790000,5.880000,93.430000,32.822498,124.190002,28.787500
2015-08-14,39.410000,26.576000,29.020000,47.000000,1.840000,5.885000,94.419998,32.855999,121.959999,28.990000
2015-08-17,39.720001,26.761000,29.080000,47.320000,1.800000,5.847500,93.930000,33.043499,125.519997,29.290001
2015-08-18,39.830002,26.750999,28.910000,47.270000,1.800000,5.770000,95.169998,32.806499,122.239998,29.125000
2015-08-19,39.529999,26.646000,28.360001,46.610001,1.800000,5.747500,95.309998,33.044998,121.449997,28.752501
2015-08-20,38.630001,25.789000,27.530001,45.660000,1.700000,5.540000,90.559998,32.341499,115.029999,28.162500
2015-08-21,37.549999,24.723499,26.559999,43.070000,1.780000,5.367500,86.059998,30.624001,111.449997,26.440001
2015-08-24,36.080002,23.168501,26.250000,41.680000,1.750000,5.177500,82.089996,29.480499,109.940002,25.780001
2015-08-25,35.450001,23.318501,25.870001,40.470001,1.660000,5.070000,83.000000,29.103001,108.510002,25.934999
2015-08-26,36.910000,25.038500,27.299999,42.709999,1.720000,5.452500,87.190002,31.431000,116.199997,27.422501
2015-08-27,36.820000,25.918501,27.719999,43.900002,1.780000,5.657500,89.730003,31.880501,126.260002,28.230000
2015-08-28,37.459999,25.900499,28.420000,43.930000,1.850000,5.682500,91.010002,31.518999,127.620003,28.322500
2015-08-31,37.090000,25.644501,28.540001,43.520000,1.810000,5.620000,89.430000,30.912500,125.970001,28.190001
2015-09-01,36.009998,24.827000,27.820000,41.820000,1.710000,5.390000,87.230003,29.889500,119.370003,26.930000
2015-09-02,36.750000,25.527500,28.600000,43.360001,1.770000,5.552500,89.889999,30.716999,124.040001,28.084999
2015-09-03,36.900002,25.236000,29.080000,43.500000,1.790000,5.567500,88.150002,30.312500,123.769997,27.592501
2015-09-04,36.270000,24.950001,28.520000,42.610001,1.820000,5.437500,88.260002,30.035000,121.150002,27.317499
2015-09-08,37.680000,25.877001,29.500000,43.889999,1.880000,5.670000,89.529999,30.733000,129.160004,28.077499
2015-09-09,37.090000,25.844500,29.240000,43.070000,1.850000,5.557500,90.440002,30.636000,127.169998,27.537500
2015-09-10,37.610001,26.112000,29.270000,43.290001,1.840000,5.645000,91.980003,31.067499,128.720001,28.142500
2015-09-11,37.919998,26.472000,29.469999,43.480000,2.010000,5.662500,92.050003,31.288500,131.080002,28.552500
2015-09-14,37.560001,26.069000,29.389999,43.040001,1.820000,5.672500,92.309998,31.162001,131.190002,28.827499
2015-09-15,37.990002,26.118500,29.730000,43.980000,1.860000,5.735000,92.900002,31.757000,134.380005,29.070000
2015-09-16,38.270000,26.369499,29.770000,44.299999,1.890000,5.775000,93.449997,31.799000,131.490005,29.102501
2015-09-17,36.740002,26.943501,29.709999,44.250000,1.890000,5.827500,94.339996,32.145000,130.610001,28.480000
2015-09-18,36.380001,27.013000,29.020000,43.480000,1.870000,5.822500,94.400002,31.462500,127.589996,28.362499
2015-09-21,36.830002,27.419500,29.160000,44.110001,1.810000,5.882500,95.550003,31.771999,127.260002,28.802500
2015-09-22,36.189999,26.920000,28.670000,43.900002,1.730000,5.722500,92.959999,31.134501,124.699997,28.350000
2015-09-23,35.990002,26.803499,28.740000,43.869999,1.700000,5.750000,93.970001,31.118000,125.540001,28.580000
2015-09-24,36.060001,26.687500,28.480000,43.910000,1.720000,5.860000,94.410004,31.290001,124.099998,28.750000
2015-09-25,36.049999,26.212500,28.809999,43.939999,1.710000,5.902500,92.769997,30.598499,126.739998,28.677500
2015-09-28,35.439999,25.202999,28.760000,43.290001,1.660000,5.825000,89.209999,29.744499,120.849998,28.110001
2015-09-29,35.509998,24.803499,29.240000,43.439999,1.670000,5.927500,86.669998,29.748501,119.669998,27.264999
2015-09-30,36.119999,25.594500,30.139999,44.259998,1.720000,6.162500,89.900002,30.421000,125.010002,27.575001
2015-10-01,36.240002,26.035999,30.000000,44.610001,1.740000,6.042500,90.949997,30.564501,122.139999,27.395000
2015-10-02,36.889999,26.627001,30.510000,45.570000,1.830000,6.200000,92.070000,31.345501,123.330002,27.594999
2015-10-05,37.590000,27.184000,31.209999,46.630001,1.800000,6.355000,94.010002,32.073502,121.220001,27.695000
2015-10-06,37.730000,26.874001,31.740000,46.750000,1.830000,6.437500,92.800003,32.271999,117.110001,27.827499
2015-10-07,37.660000,27.097000,32.320000,46.799999,1.860000,6.505000,92.400002,32.118000,118.639999,27.695000
2015-10-08,37.889999,26.658001,32.520000,47.450001,1.930000,6.542500,92.470001,31.958000,116.690002,27.375000
2015-10-09,38.099998,26.990000,32.139999,47.110001,1.960000,6.517500,93.239998,32.180500,116.910004,28.030001
2015-10-12,38.040001,27.509501,32.209999,47.000000,1.870000,6.587500,94.260002,32.333500,117.680000,27.900000
2015-10-13,37.820000,27.445000,32.040001,46.889999,1.920000,6.600000,94.120003,32.615002,113.419998,27.947500
2015-10-14,37.259998,27.241501,32.799999,46.680000,1.950000,6.840000,94.070000,32.557999,117.459999,27.552500
2015-10-15,37.549999,28.122000,32.750000,47.009998,1.970000,6.857500,95.959999,33.087002,121.870003,27.965000
2015-10-16,37.369999,28.538000,33.040001,47.509998,1.940000,6.965000,97.540001,33.110001,121.070000,27.760000
2015-10-19,36.869999,28.657499,33.590000,47.619999,2.010000,6.952500,98.470001,33.305000,118.959999,27.932501
2015-10-20,36.860001,28.044001,33.439999,47.770000,2.020000,6.942500,97.000000,32.514000,119.889999,28.442499
2015-10-21,36.619999,27.788500,33.369999,47.200001,2.100000,6.852500,97.110001,32.130501,120.500000,28.440001
2015-10-22,37.790001,28.195499,34.400002,48.029999,2.140000,7.100000,99.669998,32.589500,125.339996,28.875000
2015-10-23,38.070000,29.951500,34.900002,52.869999,2.210000,7.147500,102.190002,35.099998,129.580002,29.770000
2015-10-26,38.369999,30.430500,34.590000,54.250000,2.150000,7.115000,103.769997,35.639000,123.610001,28.820000
2015-10-27,38.340000,30.550501,34.470001,53.689999,2.150000,7.110000,103.699997,35.424500,121.489998,28.637501
2015-10-28,38.880001,30.855000,34.709999,53.980000,2.180000,7.167500,104.199997,35.647499,127.089996,29.817499
2015-10-29,38.860001,31.327499,34.029999,53.360001,2.130000,6.920000,104.879997,35.846001,120.089996,30.132500
2015-10-30,38.840000,31.295000,33.860001,52.639999,2.120000,7.092500,101.970001,35.540501,123.129997,29.875000
2015-11-02,39.750000,31.417500,34.110001,53.240002,2.190000,7.175000,103.309998,36.055500,123.800003,30.295000
2015-11-03,40.200001,31.265499,34.310001,54.150002,2.280000,7.125000,102.580002,36.108002,122.139999,30.642500
2015-11-04,40.480000,32.047501,34.150002,54.400002,2.200000,7.007500,103.940002,36.405499,124.110001,30.500000
2015-11-05,40.349998,32.782501,34.000000,54.380001,2.200000,6.927500,108.760002,36.562500,121.059998,30.230000
2015-11-06,40.619999,32.968498,33.840000,54.919998,2.150000,7.887500,107.099998,36.688000,129.669998,30.264999
2015-11-09,40.099998,32.774502,33.349998,54.160000,2.110000,7.852500,106.489998,36.244499,126.500000,30.142500
2015-11-10,39.919998,32.984001,33.209999,53.509998,2.020000,7.702500,107.910004,36.416000,119.860001,29.192499
2015-11-11,39.040001,33.662498,32.860001,53.650002,2.070000,7.627500,109.010002,36.770000,119.949997,29.027500
2015-11-12,38.630001,33.279999,32.400002,53.320000,2.000000,7.600000,108.019997,36.561501,119.849998,28.930000
2015-11-13,37.299999,32.117500,32.110001,52.840000,1.990000,7.450000,103.949997,35.849998,117.540001,28.084999
2015-11-16,38.119999,32.390499,32.099998,53.770000,1.990000,7.600000,104.040001,36.448002,121.470001,28.545000
2015-11-17,38.130001,32.165001,32.639999,52.970001,1.980000,7.600000,105.129997,36.264999,122.059998,28.422501
2015-11-18,38.700001,33.176998,33.160000,53.849998,2.120000,7.757500,107.769997,37.000000,125.919998,29.322500
2015-11-19,39.020000,33.063499,34.299999,53.939999,2.140000,7.780000,106.260002,36.920502,125.209999,29.695000
2015-11-20,39.340000,33.422501,34.660000,54.189999,2.220000,7.847500,107.320000,37.830002,126.400002,29.825001
2015-11-23,39.139999,33.949501,34.480000,54.189999,2.220000,7.730000,106.949997,37.799000,124.410004,29.437500
2015-11-24,39.459999,33.557499,34.360001,54.250000,2.340000,7.792500,105.739998,37.414001,128.339996,29.719999
2015-11-25,39.259998,33.766998,34.450001,53.689999,2.380000,7.782500,105.410004,37.407501,128.389999,29.507500
2015-11-27,39.180000,33.662998,34.459999,53.930000,2.330000,7.847500,105.449997,37.513000,130.039993,29.452499
2015-11-30,38.970001,33.240002,34.770000,54.349998,2.360000,7.930000,104.239998,37.130001,130.449997,29.575001
2015-12-01,39.230000,33.952999,35.090000,55.220001,2.340000,8.187500,107.120003,38.352001,132.889999,29.334999
2015-12-02,38.700001,33.800499,34.830002,55.209999,2.270000,8.125000,106.070000,38.118999,132.210007,29.070000
2015-12-03,37.810001,33.312500,34.040001,54.200001,2.230000,8.107500,104.379997,37.626999,144.779999,28.799999
2015-12-04,39.160000,33.632000,34.939999,55.910000,2.280000,8.437500,106.180000,38.340500,147.559998,29.757500
2015-12-07,38.820000,33.491501,34.990002,55.810001,2.360000,8.277500,105.610001,38.162498,148.830002,29.570000
2015-12-08,38.730000,33.866501,34.750000,55.790001,2.390000,8.390000,106.489998,38.118500,147.779999,29.557501
2015-12-09,38.580002,33.239498,34.810001,54.980000,2.350000,8.177500,104.599998,37.580502,145.649994,28.905001
2015-12-10,38.189999,33.116001,34.770000,55.270000,2.450000,8.245000,105.419998,37.473000,147.330002,29.042500
2015-12-11,37.209999,32.007500,34.270000,54.060001,2.360000,8.122500,102.120003,36.943501,144.419998,28.295000
2015-12-14,37.650002,32.895500,34.470001,55.139999,2.340000,8.142500,104.660004,37.388500,142.509995,28.120001
2015-12-15,38.209999,32.931999,35.180000,55.200001,2.360000,8.242500,104.550003,37.169998,143.270004,27.622499
2015-12-16,38.910000,33.788502,35.299999,56.130001,2.540000,8.292500,106.790001,37.904499,143.880005,27.834999
2015-12-17,36.930000,33.532501,34.910000,55.700001,2.560000,8.167500,106.220001,37.471500,140.479996,27.245001
2015-12-18,36.349998,33.207001,33.869999,54.130001,2.450000,8.035000,104.040001,36.965500,140.199997,26.507500
2015-12-21,36.419998,33.225498,34.240002,54.830002,2.530000,8.225000,104.769997,37.388500,145.800003,26.832500
2015-12-22,36.590000,33.157501,34.730000,55.349998,2.770000,8.232500,105.510002,37.500000,145.100006,26.807501
2015-12-23,36.930000,33.185001,35.000000,55.820000,2.830000,8.265000,104.629997,37.515499,146.509995,27.152500
2015-12-24,37.009998,33.139500,34.980000,55.669998,2.920000,8.292500,105.019997,37.419998,146.320007,27.007500
2015-12-28,36.790001,33.759998,34.930000,55.950001,3.000000,8.285000,105.930000,38.125500,146.350006,26.705000
2015-12-29,37.040001,34.698502,35.439999,56.549999,3.000000,8.420000,107.260002,38.830002,147.940002,27.184999
2015-12-30,36.919998,34.453499,34.990002,56.310001,2.980000,8.347500,106.220001,38.549999,147.369995,26.830000
2015-12-31,36.529999,33.794498,34.450001,55.480000,2.870000,8.240000,104.660004,37.944000,145.149994,26.315001
2016-01-04,35.750000,31.849501,33.990002,54.799999,2.770000,8.092500,102.220001,37.091999,142.279999,26.337500
2016-01-05,35.639999,31.689501,33.830002,55.049999,2.750000,8.222500,102.730003,37.129002,137.520004,25.677500
2016-01-06,35.820000,31.632500,33.080002,54.049999,2.510000,7.882500,102.970001,37.181000,133.289993,25.174999
2016-01-07,35.040001,30.396999,31.840000,52.169998,2.280000,7.570000,97.919998,36.319500,129.050003,24.112499
2016-01-08,34.650002,30.352501,31.510000,52.330002,2.140000,7.407500,97.330002,35.723499,128.199997,24.240000
2016-01-11,34.939999,30.886999,32.060001,52.299999,2.340000,7.420000,97.510002,35.801498,128.039993,24.632500
2016-01-12,35.369999,30.894501,32.680000,52.779999,2.390000,7.545000,99.370003,36.303501,129.919998,24.990000
2016-01-13,34.080002,29.090500,31.910000,51.639999,2.250000,7.315000,95.440002,35.028000,123.309998,24.347500
2016-01-14,34.790001,29.650000,32.740002,53.110001,2.210000,7.167500,98.370003,35.736000,125.190002,24.879999
2016-01-15,34.119999,28.509001,29.760000,50.990002,2.030000,6.777500,94.970001,34.722500,119.970001,24.282499
2016-01-19,34.549999,28.724001,29.799999,50.560001,1.950000,6.832500,95.260002,35.089500,120.070000,24.165001
2016-01-20,33.939999,28.588499,29.590000,50.790001,1.800000,6.870000,94.349998,34.922501,123.830002,24.197500
2016-01-21,34.119999,28.750999,29.660000,50.480000,2.090000,6.950000,94.160004,35.329498,124.529999,24.075001
2016-01-22,34.799999,29.819000,29.930000,52.290001,2.020000,7.112500,97.940002,36.262501,124.510002,25.355000
2016-01-25,34.340000,29.826500,29.600000,51.790001,2.120000,7.105000,97.010002,35.583500,124.489998,24.860001
2016-01-26,35.230000,30.062500,29.940001,52.169998,2.070000,7.175000,97.339996,35.652000,124.389999,24.997499
2016-01-27,34.910000,29.167500,29.809999,51.220001,2.130000,7.090000,94.449997,34.999500,122.349998,23.355000
2016-01-28,35.330002,31.767500,29.969999,52.060001,2.080000,7.012500,109.110001,36.548000,126.370003,23.522499
2016-01-29,36.310001,29.350000,31.020000,55.090000,2.200000,7.322500,112.209999,37.147499,133.710007,24.334999
2016-02-01,36.320000,28.740499,30.820000,54.709999,2.140000,7.325000,115.089996,37.599998,137.679993,24.107500
2016-02-02,35.349998,27.605000,29.799999,53.000000,1.990000,7.015000,114.610001,38.232498,133.240005,23.620001
2016-02-03,35.689999,26.553499,29.340000,52.160000,2.070000,7.050000,112.690002,36.347500,131.360001,24.087500
2016-02-04,36.450001,26.813000,29.770000,52.000000,2.090000,7.052500,110.489998,35.400501,136.119995,24.150000
2016-02-05,35.700001,25.106501,29.040001,50.160000,1.980000,6.607500,104.070000,34.178501,128.360001,23.504999
2016-02-08,35.610001,24.405001,28.820000,49.410000,1.930000,6.305000,99.750000,34.137001,121.860001,23.752501
2016-02-09,35.080002,24.103500,28.809999,49.279999,1.900000,6.372500,99.540001,33.905499,119.709999,23.747499
2016-02-10,35.200001,24.524000,28.230000,49.709999,1.840000,6.357500,101.000000,34.206001,119.199997,23.567499
2016-02-11,34.840000,25.191000,28.219999,49.689999,1.860000,6.325000,101.910004,34.155499,116.309998,23.424999
2016-02-12,35.540001,25.354000,28.639999,50.500000,1.830000,6.432500,102.010002,34.119999,121.660004,23.497499
2016-02-16,35.700001,26.055000,28.780001,51.090000,1.830000,6.747500,101.610001,34.549999,126.239998,24.160000
2016-02-17,36.630001,26.705000,29.469999,52.419998,1.900000,6.915000,105.199997,35.419998,130.679993,24.530001
2016-02-18,36.630001,26.250000,29.420000,52.189999,1.910000,7.510000,103.470001,34.867500,127.070000,24.065001
2016-02-19,36.779999,26.745001,28.709999,51.820000,1.910000,7.610000,104.570000,35.045502,128.669998,24.010000
2016-02-22,37.110001,27.975000,29.350000,52.650002,2.010000,7.880000,107.160004,35.323002,130.639999,24.219999
2016-02-23,36.549999,27.646999,28.799999,51.180000,1.970000,7.900000,105.459999,34.792500,128.160004,23.672501
2016-02-24,36.630001,27.702000,29.190001,51.360001,2.020000,7.955000,106.879997,34.978001,130.339996,24.025000
2016-02-25,37.290001,27.757500,29.620001,52.099998,2.030000,7.972500,108.070000,35.287498,132.470001,24.190001
2016-02-26,36.959999,27.761499,29.799999,51.299999,2.070000,7.920000,107.919998,35.253502,133.110001,24.227501
2016-02-29,36.779999,27.625999,29.590000,50.880001,2.140000,7.840000,106.919998,34.888500,133.970001,24.172501
2016-03-01,37.990002,28.952000,30.370001,52.580002,2.180000,8.187500,109.820000,35.940498,138.429993,25.132500
2016-03-02,37.759998,29.010500,30.540001,52.950001,2.320000,8.235000,109.949997,35.942501,136.970001,25.187500
2016-03-03,37.889999,28.874500,30.580000,52.349998,2.460000,8.162500,109.580002,35.620998,137.330002,25.375000
2016-03-04,37.889999,28.757000,30.629999,52.029999,2.370000,8.137500,108.389999,35.544498,146.059998,25.752501
2016-03-07,38.360001,28.139999,30.940001,51.029999,2.470000,8.085000,105.730003,34.757999,143.509995,25.467501
2016-03-08,38.150002,28.013000,30.559999,51.650002,2.300000,7.937500,105.930000,34.698502,139.630005,25.257500
2016-03-09,38.480000,27.973499,30.870001,52.840000,2.260000,7.932500,107.510002,35.262001,141.960007,25.280001
2016-03-10,38.049999,27.946501,31.250000,52.049999,2.260000,7.920000,107.320000,35.640999,144.419998,25.292500
2016-03-11,38.950001,28.480499,31.760000,53.070000,2.520000,8.055000,109.410004,36.341000,148.820007,25.565001
2016-03-14,38.700001,28.668501,31.430000,53.169998,2.720000,8.075000,109.889999,36.524502,148.139999,25.629999
2016-03-15,38.740002,28.851000,31.650000,53.590000,2.490000,8.035000,110.669998,36.416500,148.470001,26.145000
2016-03-16,40.220001,28.713499,31.690001,54.349998,2.630000,8.275000,112.180000,36.804501,148.630005,26.492500
2016-03-17,40.610001,27.972000,31.980000,54.660000,2.800000,8.205000,111.019997,36.889000,151.550003,26.450001
2016-03-18,41.480000,27.604000,32.680000,53.490002,2.930000,8.452500,111.449997,36.880001,152.490005,26.480000
2016-03-21,41.610001,27.698999,32.340000,53.860001,2.800000,8.477500,111.849998,37.104500,152.889999,26.477501
2016-03-22,41.380001,28.024000,32.320000,54.070000,2.790000,8.462500,112.250000,37.037498,154.759995,26.680000
2016-03-23,40.750000,28.481501,32.000000,53.970001,2.680000,8.607500,112.540001,36.903000,152.990005,26.532499
2016-03-24,40.970001,29.147499,31.879999,54.209999,2.790000,8.620000,113.050003,36.764999,153.000000,26.417500
2016-03-28,40.619999,28.993500,31.900000,53.540001,2.780000,8.707500,113.690002,36.676498,153.100006,26.297501
2016-03-29,40.700001,29.693001,32.380001,54.709999,2.860000,8.847500,116.139999,37.238499,154.130005,26.920000
2016-03-30,40.970001,29.934500,32.709999,55.049999,2.860000,8.940000,114.699997,37.526501,156.929993,27.389999
2016-03-31,40.910000,29.681999,32.349998,55.230000,2.850000,8.907500,114.099998,37.247501,154.500000,27.247499
2016-04-01,41.160000,29.924999,32.450001,55.570000,2.830000,9.037500,116.059998,37.495499,157.800003,27.497499
2016-04-04,41.070000,29.659500,32.000000,55.430000,2.830000,8.950000,112.550003,37.264500,156.009995,27.780001
2016-04-05,40.529999,29.306999,31.900000,54.560001,2.760000,8.937500,112.220001,36.889999,155.029999,27.452499
2016-04-06,40.750000,30.104000,32.080002,55.119999,2.800000,8.950000,113.709999,37.284500,157.539993,27.740000
2016-04-07,39.970001,29.571501,31.549999,54.459999,2.640000,8.857500,113.639999,37.014000,154.970001,27.135000
