Date,Close
2012-05-18,18.942142
2012-05-21,20.045713
2012-05-22,19.891787
2012-05-23,20.377144
2012-05-24,20.190001
2012-05-25,20.081785
2012-05-29,20.438213
2012-05-30,20.684643
2012-05-31,20.633215
2012-06-01,20.035357
2012-06-04,20.153214
2012-06-05,20.101070
2012-06-06,20.409286
2012-06-07,20.418571
2012-06-08,20.725714
2012-06-11,20.398930
2012-06-12,20.577143
2012-06-13,20.434286
2012-06-14,20.411785
2012-06-15,20.504642
2012-06-18,20.920713
2012-06-19,20.978930
2012-06-20,20.919287
2012-06-21,20.631071
2012-06-22,20.789286
2012-06-25,20.384644
2012-06-26,20.429644
2012-06-27,20.517857
2012-06-28,20.323214
2012-06-29,20.857143
2012-07-02,21.161428
2012-07-03,21.407499
2012-07-05,21.783571
2012-07-06,21.638571
2012-07-09,21.924643
2012-07-10,21.721786
2012-07-11,21.586786
2012-07-12,21.389286
2012-07-13,21.606071
2012-07-16,21.675358
2012-07-17,21.676430
2012-07-18,21.652143
2012-07-19,21.940001
2012-07-20,21.582144
2012-07-23,21.565357
2012-07-24,21.461430
2012-07-25,20.534643
2012-07-26,20.531429
2012-07-27,20.898571
2012-07-30,21.251072
2012-07-31,21.812857
2012-08-01,21.671785
2012-08-02,21.706785
2012-08-03,21.989286
2012-08-06,22.233929
2012-08-07,22.175358
2012-08-08,22.137857
2012-08-09,22.168928
2012-08-10,22.203571
2012-08-13,22.500000
2012-08-14,22.560356
2012-08-15,22.529642
2012-08-16,22.726429
2012-08-17,23.146786
2012-08-20,23.755358
2012-08-21,23.430714
2012-08-22,23.888214
2012-08-23,23.665358
2012-08-24,23.686428
2012-08-27,24.131430
2012-08-28,24.100000
2012-08-29,24.052500
2012-08-30,23.709642
2012-08-31,23.758572
2012-09-04,24.106071
2012-09-05,23.936787
2012-09-06,24.152500
2012-09-07,24.301430
2012-09-10,23.669287
2012-09-11,23.592501
2012-09-12,23.921070
2012-09-13,24.392143
2012-09-14,24.688572
2012-09-17,24.992144
2012-09-18,25.068214
2012-09-19,25.075001
2012-09-20,24.953571
2012-09-21,25.003214
2012-09-24,24.671070
2012-09-25,24.055000
2012-09-26,23.756430
2012-09-27,24.332857
2012-09-28,23.825001
2012-10-01,23.549643
2012-10-02,23.618214
2012-10-03,23.980356
2012-10-04,23.814285
2012-10-05,23.306786
2012-10-08,22.791786
2012-10-09,22.708929
2012-10-10,22.889643
2012-10-11,22.432142
2012-10-12,22.489643
2012-10-15,22.670000
2012-10-16,23.206785
2012-10-17,23.021786
2012-10-18,22.594286
2012-10-19,21.780001
2012-10-22,22.643929
2012-10-23,21.905714
2012-10-24,22.029642
2012-10-25,21.769285
2012-10-26,21.571428
2012-10-31,21.261429
2012-11-01,21.305000
2012-11-02,20.600000
2012-11-05,20.879286
2012-11-06,20.816071
2012-11-07,19.928572
2012-11-08,19.205357
2012-11-09,19.537857
2012-11-12,19.386786
2012-11-13,19.389286
2012-11-14,19.174286
2012-11-15,18.772142
2012-11-16,18.845715
2012-11-19,20.204643
2012-11-20,20.032499
2012-11-21,20.060715
2012-11-23,20.410713
2012-11-26,21.054644
2012-11-27,20.885000
2012-11-28,20.819286
2012-11-29,21.048571
2012-11-30,20.902857
2012-12-03,20.935356
2012-12-04,20.566071
2012-12-05,19.242500
2012-12-06,19.544287
2012-12-07,19.044643
2012-12-10,18.922144
2012-12-11,19.335358
2012-12-12,19.250000
2012-12-13,18.917500
2012-12-14,18.206785
2012-12-17,18.529642
2012-12-18,19.067858
2012-12-19,18.796785
2012-12-20,18.633215
2012-12-21,18.547501
2012-12-24,18.577499
2012-12-26,18.321428
2012-12-27,18.395000
2012-12-28,18.199642
2012-12-31,19.006071
2013-01-02,19.608213
2013-01-03,19.360714
2013-01-04,18.821428
2013-01-07,18.710714
2013-01-08,18.761070
2013-01-09,18.467857
2013-01-10,18.696787
2013-01-11,18.582144
2013-01-14,17.919643
2013-01-15,17.354286
2013-01-16,18.074642
2013-01-17,17.952856
2013-01-18,17.857143
2013-01-22,18.027500
2013-01-23,18.357500
2013-01-24,16.089287
2013-01-25,15.710000
2013-01-28,16.065357
2013-01-29,16.366785
2013-01-30,16.315357
2013-01-31,16.267500
2013-02-01,16.200714
2013-02-04,15.797143
2013-02-05,16.351429
2013-02-06,16.333929
2013-02-07,16.722143
2013-02-08,16.963572
2013-02-11,17.140356
2013-02-12,16.710714
2013-02-13,16.678928
2013-02-14,16.663929
2013-02-15,16.434286
2013-02-19,16.428213
2013-02-20,16.030357
2013-02-21,15.930714
2013-02-22,16.100357
2013-02-25,15.814286
2013-02-26,16.034643
2013-02-27,15.877500
2013-02-28,15.764286
2013-03-01,15.373929
2013-03-04,15.001786
2013-03-05,15.397857
2013-03-06,15.202143
2013-03-07,15.377857
2013-03-08,15.418571
2013-03-11,15.638214
2013-03-12,15.301071
2013-03-13,15.298214
2013-03-14,15.446429
2013-03-15,15.845000
2013-03-18,16.275715
2013-03-19,16.231787
2013-03-20,16.145714
2013-03-21,16.168928
2013-03-22,16.496786
2013-03-25,16.556429
2013-03-26,16.469286
2013-03-27,16.145714
2013-03-28,15.809286
2013-04-01,15.318214
2013-04-02,15.349643
2013-04-03,15.428214
2013-04-04,15.275714
2013-04-05,15.114286
2013-04-08,15.221786
2013-04-09,15.249286
2013-04-10,15.560357
2013-04-11,15.511786
2013-04-12,15.350000
2013-04-15,14.994643
2013-04-16,15.222857
2013-04-17,14.385714
2013-04-18,14.001786
2013-04-19,13.947500
2013-04-22,14.238214
2013-04-23,14.504643
2013-04-24,14.480714
2013-04-25,14.585000
2013-04-26,14.900000
2013-04-29,15.361429
2013-04-30,15.813571
2013-05-01,15.688929
2013-05-02,15.911429
2013-05-03,16.070715
2013-05-06,16.453930
2013-05-07,16.380714
2013-05-08,16.565714
2013-05-09,16.313213
2013-05-10,16.177500
2013-05-13,16.240713
2013-05-14,15.852143
2013-05-15,15.316071
2013-05-16,15.520714
2013-05-17,15.473571
2013-05-20,15.818929
2013-05-21,15.702143
2013-05-22,15.762500
2013-05-23,15.790714
2013-05-24,15.898214
2013-05-28,15.765714
2013-05-29,15.891071
2013-05-30,16.127857
2013-05-31,16.061787
2013-06-03,16.097143
2013-06-04,16.046785
2013-06-05,15.896786
2013-06-06,15.659286
2013-06-07,15.778929
2013-06-10,15.674643
2013-06-11,15.628571
2013-06-12,15.435357
2013-06-13,15.570000
2013-06-14,15.358929
2013-06-17,15.428571
2013-06-18,15.420357
2013-06-19,15.107143
2013-06-20,14.887143
2013-06-21,14.767857
2013-06-24,14.376429
2013-06-25,14.379643
2013-06-26,14.216786
2013-06-27,14.063571
2013-06-28,14.161786
2013-07-01,14.615000
2013-07-02,14.946071
2013-07-03,15.028571
2013-07-05,14.907857
2013-07-08,14.823214
2013-07-09,15.083929
2013-07-10,15.026071
2013-07-11,15.260357
2013-07-12,15.232500
2013-07-15,15.265714
2013-07-16,15.364286
2013-07-17,15.368214
2013-07-18,15.420000
2013-07-19,15.176786
2013-07-22,15.225357
2013-07-23,14.963929
2013-07-24,15.732500
2013-07-25,15.660714
2013-07-26,15.749643
2013-07-29,15.992500
2013-07-30,16.190001
2013-07-31,16.161785
2013-08-01,16.309999
2013-08-02,16.519285
2013-08-05,16.766071
2013-08-06,16.616072
2013-08-07,16.606428
2013-08-08,16.464643
2013-08-09,16.230356
2013-08-12,16.691429
2013-08-13,17.484644
2013-08-14,17.803572
2013-08-15,17.782499
2013-08-16,17.940357
2013-08-19,18.133572
2013-08-20,17.895357
2013-08-21,17.941429
2013-08-22,17.962856
2013-08-23,17.893572
2013-08-26,17.963215
2013-08-27,17.449642
2013-08-28,17.532143
2013-08-29,17.560715
2013-08-30,17.400715
2013-09-03,17.449286
2013-09-04,17.810356
