Date,Close
2012-05-18,14.953949
2012-05-21,15.295419
2012-05-22,14.963912
2012-05-23,15.179603
2012-05-24,15.035145
2012-05-25,14.733027
2012-05-29,14.803015
2012-05-30,14.650835
2012-05-31,14.467273
2012-06-01,14.221195
2012-06-04,14.410735
2012-06-05,14.206999
2012-06-06,14.460050
2012-06-07,14.401769
2012-06-08,14.457061
2012-06-11,14.159427
2012-06-12,14.074744
2012-06-13,13.974869
2012-06-14,13.924059
2012-06-15,14.060049
2012-06-18,14.217958
2012-06-19,14.483961
2012-06-20,14.383836
2012-06-21,14.077484
2012-06-22,14.233649
2012-06-25,13.965155
2012-06-26,14.064284
2012-06-27,14.179352
2012-06-28,14.055068
2012-06-29,14.447597
2012-07-02,14.457560
2012-07-03,14.640872
2012-07-05,14.842367
2012-07-06,14.594795
2012-07-09,14.595542
2012-07-10,14.488195
2012-07-11,14.226426
2012-07-12,14.208742
2012-07-13,14.359178
2012-07-16,14.319328
2012-07-17,14.364409
2012-07-18,14.464782
2012-07-19,14.771134
2012-07-20,15.213476
2012-07-23,15.330288
2012-07-24,15.132530
2012-07-25,15.142990
2012-07-26,15.276739
2012-07-27,15.814723
2012-07-30,15.748471
2012-07-31,15.765158
2012-08-01,15.757935
2012-08-02,15.660052
2012-08-03,15.973378
2012-08-06,16.010489
2012-08-07,15.953702
2012-08-08,15.995794
2012-08-09,15.998783
2012-08-10,15.990065
2012-08-13,16.438635
2012-08-14,16.654076
2012-08-15,16.626181
2012-08-16,16.758932
2012-08-17,16.865286
2012-08-20,16.825434
2012-08-21,16.675247
2012-08-22,16.866282
2012-08-23,16.856817
2012-08-24,16.902395
2012-08-27,16.668024
2012-08-28,16.868025
2012-08-29,17.136021
2012-08-30,16.978361
2012-08-31,17.063293
2012-09-04,16.962421
2012-09-05,16.954451
2012-09-06,17.419706
2012-09-07,17.587828
2012-09-10,17.453829
2012-09-11,17.240129
2012-09-12,17.207502
2012-09-13,17.585087
2012-09-14,17.675747
2012-09-17,17.683220
2012-09-18,17.889944
2012-09-19,18.119583
2012-09-20,18.135025
2012-09-21,18.281227
2012-09-24,18.664541
2012-09-25,18.659061
2012-09-26,18.766159
2012-09-27,18.841875
2012-09-28,18.792063
2012-10-01,18.973383
2012-10-02,18.854080
2012-10-03,18.991316
2012-10-04,19.129547
2012-10-05,19.119585
2012-10-08,18.875252
2012-10-09,18.532785
2012-10-10,18.544491
2012-10-11,18.716845
2012-10-12,18.549223
2012-10-15,18.455324
2012-10-16,18.547977
2012-10-17,18.816719
2012-10-18,17.310118
2012-10-19,16.981100
2012-10-22,16.903393
2012-10-23,16.945234
2012-10-24,16.869270
2012-10-25,16.880728
2012-10-26,16.815722
2012-10-31,16.943991
2012-11-01,17.125559
2012-11-02,17.133778
2012-11-05,17.010241
2012-11-06,16.979357
2012-11-07,16.615721
2012-11-08,16.246355
2012-11-09,16.513851
2012-11-12,16.585335
2012-11-13,16.414724
2012-11-14,16.252831
2012-11-15,16.121075
2012-11-16,16.119081
2012-11-19,16.642868
2012-11-20,16.686705
2012-11-21,16.584587
2012-11-23,16.636890
2012-11-26,16.467028
2012-11-27,16.705135
2012-11-28,17.027925
2012-11-29,17.232658
2012-11-30,17.394053
2012-12-03,17.316343
2012-12-04,17.211239
2012-12-05,17.131289
2012-12-06,17.213730
2012-12-07,17.041374
2012-12-10,17.071512
2012-12-11,17.356941
2012-12-12,17.373878
2012-12-13,17.501900
2012-12-14,17.483467
2012-12-17,17.952211
2012-12-18,17.959435
2012-12-19,17.935522
2012-12-20,17.991564
2012-12-21,17.823940
2012-12-24,17.671265
2012-12-26,17.655573
2012-12-27,17.591312
2012-12-28,17.434900
2012-12-31,17.618462
2013-01-02,18.013729
2013-01-03,18.024191
2013-01-04,18.380356
2013-01-07,18.300158
2013-01-08,18.264042
2013-01-09,18.384092
2013-01-10,18.467777
2013-01-11,18.430668
2013-01-14,18.013729
2013-01-15,18.055573
2013-01-16,17.812983
2013-01-17,17.716595
2013-01-18,17.546980
2013-01-22,17.506132
2013-01-23,18.468275
2013-01-24,18.784840
2013-01-25,18.771391
2013-01-28,18.698166
2013-01-29,18.771639
2013-01-30,18.775375
2013-01-31,18.821701
2013-02-01,19.317593
2013-02-04,18.904640
2013-02-05,19.072014
2013-02-06,19.182350
2013-02-07,19.276497
2013-02-08,19.560930
2013-02-11,19.487455
2013-02-12,19.444616
2013-02-13,19.498415
2013-02-14,19.621952
2013-02-15,19.748228
2013-02-19,20.095926
2013-02-20,19.737518
2013-02-21,19.813982
2013-02-22,19.918093
2013-02-25,19.695427
2013-02-26,19.679485
2013-02-27,19.919836
2013-02-28,19.955202
2013-03-01,20.079487
2013-03-04,20.460808
2013-03-05,20.886711
2013-03-06,20.706886
2013-03-07,20.737272
2013-03-08,20.710373
2013-03-11,20.792564
2013-03-12,20.612988
2013-03-13,20.555702
2013-03-14,20.461803
2013-03-15,20.281481
2013-03-18,20.119337
2013-03-19,20.207258
2013-03-20,20.291693
2013-03-21,20.205765
2013-03-22,20.182102
2013-03-25,20.165415
2013-03-26,20.234655
2013-03-27,19.991568
2013-03-28,19.780607
2013-04-01,19.954954
2013-04-02,20.250097
2013-04-03,20.079737
2013-04-04,19.802525
2013-04-05,19.503147
2013-04-08,19.298912
2013-04-09,19.368652
2013-04-10,19.680733
2013-04-11,19.685963
2013-04-12,19.677494
2013-04-15,19.475252
2013-04-16,19.760183
2013-04-17,19.490944
2013-04-18,19.076248
2013-04-19,19.922077
2013-04-22,19.928055
2013-04-23,20.122078
2013-04-24,20.260309
2013-04-25,20.151964
2013-04-26,19.960682
2013-04-29,20.400036
2013-04-30,20.537271
2013-05-01,20.434158
2013-05-02,20.662802
2013-05-03,21.064047
2013-05-06,21.458319
2013-05-07,21.350721
2013-05-08,21.759192
2013-05-09,21.705643
2013-05-10,21.923574
2013-05-13,21.856327
2013-05-14,22.094685
2013-05-15,22.811747
2013-05-16,22.512367
2013-05-17,22.644623
2013-05-20,22.628433
2013-05-21,22.589579
2013-05-22,22.152468
2013-05-23,21.987335
2013-05-24,21.751471
2013-05-28,21.949478
2013-05-29,21.626688
2013-05-30,21.687710
2013-05-31,21.699165
2013-06-03,21.609751
2013-06-04,21.397299
2013-06-05,21.412243
2013-06-06,21.535280
2013-06-07,21.911121
2013-06-10,22.172392
2013-06-11,21.913115
2013-06-12,21.718096
2013-06-13,21.843126
2013-06-14,21.794310
2013-06-17,22.073513
2013-06-18,22.431421
2013-06-19,22.432917
2013-06-20,22.035904
