Date,Close
2012-05-18,3.020000
2012-05-21,3.072500
2012-05-22,3.035000
2012-05-23,3.110000
2012-05-24,3.027500
2012-05-25,3.100000
2012-05-29,3.180000
2012-05-30,3.142500
2012-05-31,3.107500
2012-06-01,2.995000
2012-06-04,2.932500
2012-06-05,3.017500
2012-06-06,3.097500
2012-06-07,2.972500
2012-06-08,3.030000
2012-06-11,3.065000
2012-06-12,3.127500
2012-06-13,3.045000
2012-06-14,3.007500
2012-06-15,3.072500
2012-06-18,3.100000
2012-06-19,3.310000
2012-06-20,3.362500
2012-06-21,3.210000
2012-06-22,3.250000
2012-06-25,3.147500
2012-06-26,3.182500
2012-06-27,3.285000
2012-06-28,3.310000
2012-06-29,3.455000
2012-07-02,3.362500
2012-07-03,3.450000
2012-07-05,3.415000
2012-07-06,3.350000
2012-07-09,3.305000
2012-07-10,3.205000
2012-07-11,3.152500
2012-07-12,3.100000
2012-07-13,3.140000
2012-07-16,3.150000
2012-07-17,3.092500
2012-07-18,3.265000
2012-07-19,3.297500
2012-07-20,3.202500
2012-07-23,3.245000
2012-07-24,3.210000
2012-07-25,3.272500
2012-07-26,3.287500
2012-07-27,3.370000
2012-07-30,3.332500
2012-07-31,3.385000
2012-08-01,3.347500
2012-08-02,3.360000
2012-08-03,3.430000
2012-08-06,3.502500
2012-08-07,3.537500
2012-08-08,3.557500
2012-08-09,3.677500
2012-08-10,3.655000
2012-08-13,3.702500
2012-08-14,3.647500
2012-08-15,3.620000
2012-08-16,3.695000
2012-08-17,3.662500
2012-08-20,3.662500
2012-08-21,3.652500
2012-08-22,3.660000
2012-08-23,3.577500
2012-08-24,3.650000
2012-08-27,3.587500
2012-08-28,3.572500
2012-08-29,3.580000
2012-08-30,3.512500
2012-08-31,3.507500
2012-09-04,3.320000
2012-09-05,3.330000
2012-09-06,3.432500
2012-09-07,3.350000
2012-09-10,3.320000
2012-09-11,3.360000
2012-09-12,3.397500
2012-09-13,3.420000
2012-09-14,3.460000
2012-09-17,3.365000
2012-09-18,3.387500
2012-09-19,3.427500
2012-09-20,3.402500
2012-09-21,3.417500
2012-09-24,3.415000
2012-09-25,3.352500
2012-09-26,3.295000
2012-09-27,3.320000
2012-09-28,3.335000
2012-10-01,3.280000
2012-10-02,3.292500
2012-10-03,3.260000
2012-10-04,3.405000
2012-10-05,3.325000
2012-10-08,3.292500
2012-10-09,3.222500
2012-10-10,3.167500
2012-10-11,3.185000
2012-10-12,3.157500
2012-10-15,3.197500
2012-10-16,3.290000
2012-10-17,3.265000
2012-10-18,3.215000
2012-10-19,3.027500
2012-10-22,2.992500
2012-10-23,3.082500
2012-10-24,3.042500
2012-10-25,3.045000
2012-10-26,3.012500
2012-10-31,2.995000
2012-11-01,3.137500
2012-11-02,3.122500
2012-11-05,3.255000
2012-11-06,3.252500
2012-11-07,3.152500
2012-11-08,3.170000
