Date,Close
2012-05-18,30.020000
2012-05-21,30.910000
2012-05-22,31.270000
2012-05-23,33.520000
2012-05-24,32.509998
2012-05-25,33.150002
2012-05-29,34.450001
2012-05-30,33.060001
2012-05-31,33.099998
2012-06-01,30.980000
2012-06-04,30.530001
2012-06-05,31.410000
2012-06-06,32.970001
2012-06-07,32.950001
2012-06-08,33.840000
2012-06-11,33.240002
2012-06-12,33.919998
2012-06-13,34.040001
2012-06-14,33.310001
2012-06-15,34.070000
2012-06-18,34.759998
2012-06-19,34.700001
2012-06-20,35.270000
2012-06-21,34.480000
2012-06-22,34.799999
2012-06-25,34.209999
2012-06-26,34.389999
2012-06-27,34.900002
2012-06-28,34.310001
2012-06-29,35.900002
2012-07-02,35.490002
2012-07-03,35.740002
2012-07-05,35.580002
2012-07-06,34.480000
2012-07-09,33.290001
2012-07-10,33.430000
2012-07-11,33.099998
2012-07-12,32.580002
2012-07-13,33.150002
2012-07-16,32.740002
2012-07-17,33.040001
2012-07-18,33.790001
2012-07-19,36.040001
2012-07-20,35.279999
2012-07-23,34.490002
2012-07-24,34.180000
2012-07-25,34.209999
2012-07-26,35.439999
2012-07-27,36.130001
2012-07-30,35.970001
2012-07-31,36.900002
2012-08-01,36.689999
2012-08-02,36.540001
2012-08-03,37.110001
2012-08-06,37.070000
2012-08-07,37.400002
2012-08-08,37.480000
2012-08-09,37.320000
2012-08-10,37.150002
2012-08-13,36.270000
2012-08-14,36.150002
2012-08-15,36.580002
2012-08-16,36.910000
2012-08-17,36.840000
2012-08-20,35.959999
2012-08-21,36.380001
2012-08-22,36.490002
2012-08-23,36.020000
2012-08-24,36.049999
2012-08-27,35.770000
2012-08-28,36.270000
2012-08-29,36.599998
2012-08-30,36.020000
2012-08-31,36.570000
2012-09-04,35.889999
2012-09-05,35.180000
2012-09-06,36.610001
2012-09-07,36.200001
2012-09-10,35.000000
2012-09-11,34.959999
2012-09-12,35.230000
2012-09-13,35.070000
2012-09-14,35.060001
2012-09-17,35.279999
2012-09-18,35.160000
2012-09-19,35.049999
2012-09-20,33.750000
2012-09-21,35.509998
2012-09-24,34.599998
2012-09-25,33.009998
2012-09-26,33.459999
2012-09-27,34.900002
2012-09-28,34.869999
2012-10-01,34.689999
2012-10-02,34.419998
2012-10-03,34.570000
2012-10-04,34.419998
2012-10-05,34.439999
2012-10-08,33.880001
2012-10-09,33.590000
2012-10-10,32.590000
2012-10-11,32.930000
2012-10-12,32.980000
2012-10-15,33.189999
2012-10-16,34.349998
2012-10-17,34.110001
2012-10-18,34.049999
2012-10-19,33.189999
2012-10-22,33.400002
2012-10-23,33.240002
2012-10-24,32.730000
2012-10-25,33.700001
2012-10-26,33.830002
2012-10-31,33.029999
2012-11-01,34.500000
2012-11-02,33.970001
2012-11-05,34.320000
2012-11-06,35.279999
2012-11-07,33.959999
2012-11-08,33.840000
2012-11-09,33.480000
2012-11-12,33.610001
2012-11-13,33.279999
2012-11-14,33.029999
2012-11-15,32.250000
2012-11-16,31.940001
2012-11-19,32.750000
2012-11-20,32.810001
2012-11-21,32.820000
2012-11-23,33.549999
2012-11-26,34.040001
2012-11-27,34.119999
2012-11-28,34.560001
2012-11-29,35.099998
2012-11-30,35.099998
2012-12-03,34.810001
2012-12-04,34.919998
2012-12-05,34.529999
2012-12-06,35.119999
2012-12-07,34.250000
2012-12-10,34.450001
2012-12-11,34.560001
2012-12-12,34.570000
2012-12-13,33.700001
2012-12-14,31.139999
2012-12-17,31.990000
2012-12-18,32.270000
2012-12-19,31.990000
2012-12-20,31.900000
2012-12-21,31.360001
2012-12-24,31.150000
2012-12-26,30.879999
2012-12-27,31.370001
2012-12-28,31.150000
2012-12-31,31.650000
2013-01-02,32.540001
2013-01-03,32.709999
2013-01-04,32.500000
2013-01-07,32.320000
2013-01-08,32.099998
2013-01-09,32.810001
